--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
23,Kwame Brown,PF,22,WAS,3,0,60,4.2,10.9,.385,0.0,0.0,,4.2,10.9,.385,4.2,7.6,.556,3.4,9.3,12.6,2.5,0.0,1.7,1.7,4.2,12.6,,99,109,brownkw01
24,Greg Buckner,SG,28,DEN,5,2,100,2.1,9.5,.222,1.1,4.8,.222,1.1,4.8,.222,0.0,0.0,,0.5,7.9,8.5,2.6,1.1,0.5,1.6,7.4,5.3,,62,109,buckngr01
25,Rodney Buford,SF,27,NJN,3,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,121,buforro01
26,Antonio Burks,PG,24,MEM,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,,219,132,burksan01
27,Rasual Butler,SF,25,MIA,12,1,182,6.4,17.3,.373,3.2,8.8,.367,3.2,8.5,.379,0.3,0.9,.333,0.3,5.0,5.3,2.0,0.3,0.3,0.6,6.1,16.4,,98,107,butlera01
28,Marcus Camby,C,30,DEN,5,5,184,4.9,11.8,.415,0.0,0.0,,4.9,11.8,.415,4.9,7.8,.630,1.2,15.0,16.1,2.6,0.9,4.6,3.2,5.2,14.7,,89,100,cambyma01
29,Elden Campbell,C,36,DET,10,0,57,3.9,12.8,.308,0.0,0.0,,3.9,12.8,.308,3.9,7.9,.500,3.0,14.8,17.8,4.9,2.0,0.0,3.9,12.8,11.8,,79,95,campbel01
30,Brian Cardinal,PF,27,MEM,4,0,78,6.0,15.4,.391,0.0,2.7,.000,6.0,12.7,.474,5.4,7.4,.727,1.3,6.7,8.1,1.3,2.0,0.0,0.7,7.4,17.4,,104,123,cardibr01
31,Vince Carter*,SF,28,NJN,4,4,179,10.3,28.2,.365,1.8,5.6,.316,8.5,22.6,.377,9.1,10.6,.861,2.6,7.3,10.0,6.7,2.6,0.0,4.4,5.0,31.4,,99,111,cartevi01
32,Tyson Chandler,C,22,CHI,6,0,172,5.5,11.6,.475,0.0,0.0,,5.5,11.6,.475,9.3,13.3,.696,8.4,8.4,16.8,2.3,0.3,3.8,2.3,7.8,20.3,,125,106,chandty01
33,Jason Collins,C,26,NJN,4,4,128,1.6,7.0,.235,0.0,0.0,,1.6,7.0,.235,1.2,3.3,.375,3.7,7.0,10.7,0.4,0.8,0.0,2.1,7.8,4.5,,65,115,collija04
34,Nick Collison,C,24,SEA,11,0,218,9.2,15.1,.607,0.2,0.2,1.000,8.9,14.9,.600,4.2,6.7,.630,5.5,8.2,13.6,1.2,0.7,1.2,1.5,9.9,22.8,,132,113,collini01
35,Austin Croshere,PF,29,IND,10,0,88,2.6,6.4,.400,1.3,2.6,.500,1.3,3.8,.333,9.6,11.5,.833,4.5,6.4,10.9,0.0,2.6,0.6,3.8,6.4,16.0,,117,101,croshau01
36,Samuel Dalembert,C,23,PHI,5,5,192,7.4,13.4,.553,0.0,0.0,,7.4,13.4,.553,1.7,4.3,.400,5.1,13.1,18.2,0.6,0.6,2.0,2.6,5.4,16.5,,103,107,dalemsa01
37,Erick Dampier,C,29,DAL,13,13,308,6.8,11.3,.597,0.0,0.2,.000,6.8,11.2,.606,1.9,4.7,.393,8.6,7.8,16.4,1.2,1.2,3.0,2.0,9.1,15.4,,122,113,dampier01
38,Antonio Daniels,PG,29,SEA,11,3,331,7.2,15.4,.468,0.7,2.3,.286,6.5,13.1,.500,9.8,11.4,.857,0.7,4.4,5.1,8.0,1.8,0.0,1.8,2.1,24.8,,134,115,daniean01
39,Marquis Daniels,SG,24,DAL,11,0,165,8.2,19.0,.433,0.3,1.9,.167,7.9,17.1,.463,6.0,8.5,.704,4.7,6.0,10.7,4.4,1.9,0.9,4.1,4.7,22.7,,104,115,daniema01
40,Antonio Davis,PF,36,CHI,6,6,175,5.7,13.1,.435,0.0,0.0,,5.7,13.1,.435,4.8,6.5,.739,4.8,6.8,11.7,3.1,1.1,1.1,2.6,7.1,16.2,,108,108,davisan01
41,Dale Davis,C,35,IND,13,13,311,4.7,10.5,.448,0.0,0.0,,4.7,10.5,.448,3.1,4.5,.680,6.7,8.0,14.7,0.9,1.6,1.1,1.6,6.3,12.5,,110,101,davisda01
42,Josh Davis,PF,24,PHI,2,0,4,0.0,13.7,.000,0.0,13.7,.000,0.0,0.0,,0.0,0.0,,0.0,13.7,13.7,0.0,0.0,0.0,0.0,13.7,0.0,,0,109,davisjo02
43,Ricky Davis,SG,25,BOS,7,2,240,7.5,17.2,.432,0.7,2.1,.333,6.8,15.1,.446,4.7,6.1,.769,1.2,4.7,5.8,3.3,2.1,0.5,4.9,5.4,20.3,,91,104,davisri01
44,Juan Dixon,SG,26,WAS,10,0,219,9.4,23.3,.406,2.5,7.8,.324,6.9,15.4,.448,4.8,5.8,.840,0.7,5.3,6.0,3.0,1.6,0.0,2.8,4.4,26.3,,103,111,dixonju01
45,Michael Doleac,C,27,MIA,9,0,65,5.7,13.1,.438,0.0,0.0,,5.7,13.1,.438,1.6,1.6,1.000,1.6,9.8,11.5,0.0,0.8,0.8,2.5,10.6,13.1,,87,102,doleami01
46,Keyon Dooling,PG,24,MIA,15,0,264,8.7,17.5,.494,1.4,3.8,.368,7.3,13.7,.529,3.4,4.2,.810,0.2,3.0,3.2,5.0,1.2,0.2,2.8,6.9,22.2,,109,107,doolike01
47,Chris Duhon,PG,22,CHI,6,5,159,3.4,11.6,.297,1.9,6.9,.273,1.6,4.7,.333,2.8,3.4,.818,1.9,6.3,8.1,6.6,0.6,0.0,3.8,1.9,11.6,,92,111,duhonch01
48,Tim Duncan*,PF,28,SAS,23,23,869,12.5,26.9,.464,0.1,0.3,.200,12.4,26.6,.467,9.3,13.0,.717,5.5,12.6,18.1,4.0,0.5,3.3,3.9,4.2,34.3,,111,101,duncati01
49,Ronald Dupree,SF,24,DET,14,0,38,3.0,10.4,.286,0.0,0.0,,3.0,10.4,.286,0.0,0.0,,3.0,5.9,8.9,0.0,0.0,0.0,1.5,8.9,5.9,,68,105,duprero01
50,Francisco Elson,C,28,DEN,1,0,6,0.0,8.8,.000,0.0,0.0,,0.0,8.8,.000,0.0,0.0,,0.0,26.5,26.5,0.0,0.0,0.0,0.0,0.0,0.0,,0,100,elsonfr01
51,Maurice Evans,SG,26,SAC,3,0,56,5.7,9.5,.600,1.9,3.8,.500,3.8,5.7,.667,3.8,4.7,.800,1.9,4.7,6.6,2.8,1.9,0.0,0.0,5.7,17.1,,164,119,evansma01
52,Reggie Evans,PF,24,SEA,11,11,208,3.9,9.6,.405,0.0,0.0,,3.9,9.6,.405,2.9,5.5,.524,7.0,14.0,21.1,1.3,1.3,0.8,2.9,8.3,10.7,,99,108,evansre01
53,Michael Finley,SG,31,DAL,13,13,491,6.9,16.2,.425,2.5,6.5,.393,4.4,9.8,.446,1.7,1.9,.889,1.4,4.6,5.9,3.0,1.8,0.0,1.4,3.4,18.1,,115,117,finlemi01
54,Danny Fortson,C,28,SEA,11,0,105,6.2,10.8,.571,0.0,0.0,,6.2,10.8,.571,6.2,7.7,.800,2.6,10.8,13.4,0.0,1.5,0.5,6.7,21.6,18.5,,93,109,fortsda01
55,Jeff Foster,C,28,IND,13,0,245,7.1,11.9,.596,0.0,0.0,,7.1,11.9,.596,3.4,4.8,.714,10.6,11.5,22.1,1.1,1.4,2.8,1.8,6.2,17.7,,131,98,fosteje01
56,Lawrence Funderburke,PF,34,CHI,5,0,28,1.8,3.6,.500,0.0,0.0,,1.8,3.6,.500,1.8,3.6,.500,0.0,5.3,5.3,1.8,0.0,0.0,0.0,14.2,5.3,,122,112,fundela01
57,Pau Gasol*,PF,24,MEM,4,4,133,15.3,31.5,.488,0.4,0.4,1.000,15.0,31.1,.481,2.4,4.7,.500,5.9,5.9,11.8,3.9,0.8,2.8,2.8,4.7,33.4,,106,123,gasolpa01
58,Eddie Gill,PG,26,IND,7,0,45,6.3,20.0,.313,1.3,7.5,.167,5.0,12.5,.400,16.3,18.8,.867,0.0,5.0,5.0,6.3,1.3,0.0,3.8,0.0,30.0,,109,105,gilled01
59,Manu Ginóbili*,SG,27,SAS,23,15,772,10.3,20.4,.507,3.0,6.8,.438,7.3,13.5,.542,10.5,13.2,.795,1.4,8.1,9.5,6.9,2.0,0.4,4.7,4.9,34.1,,124,104,ginobma01
60,Ben Gordon,SG,21,CHI,6,1,153,9.8,24.1,.405,2.3,7.2,.318,7.5,16.9,.442,6.5,8.1,.800,2.0,3.3,5.2,4.9,1.6,0.7,4.2,5.9,28.3,,102,110,gordobe01
61,Willie Green,SG,23,PHI,5,0,63,6.9,15.6,.444,1.7,7.8,.222,5.2,7.8,.667,7.8,8.7,.900,2.6,5.2,7.8,2.6,0.9,0.0,1.7,4.3,23.4,,123,114,greenwi01
62,Adrian Griffin,SF,30,CHI,5,0,86,8.7,16.8,.517,0.0,0.0,,8.7,16.8,.517,2.3,2.9,.800,2.9,8.7,11.6,5.2,2.9,0.0,1.7,8.1,19.7,,117,104,griffad01
63,Darvin Ham,SF,31,DET,14,0,24,2.3,7.0,.333,0.0,0.0,,2.3,7.0,.333,4.7,4.7,1.000,7.0,0.0,7.0,0.0,0.0,0.0,0.0,4.7,9.4,,139,109,hamda01
64,Richard Hamilton,SG,26,DET,25,25,1079,10.3,22.8,.453,0.5,1.8,.294,9.8,21.0,.467,5.0,6.2,.798,1.6,4.1,5.6,5.6,1.1,0.2,4.1,4.1,26.1,,101,104,hamilri01
65,Othella Harrington,PF,31,CHI,6,6,103,10.1,20.3,.500,0.0,0.0,,10.1,20.3,.500,2.9,5.3,.545,2.9,4.3,7.2,1.4,0.5,0.0,3.9,9.2,23.2,,94,112,harriot01
66,Devin Harris,PG,21,DAL,9,0,80,4.6,10.4,.438,1.3,3.9,.333,3.3,6.5,.500,3.9,5.9,.667,0.0,7.2,7.2,7.2,2.6,0.7,6.5,3.3,14.3,,88,113,harride01
67,Udonis Haslem,PF,24,MIA,15,15,543,5.1,10.4,.491,0.0,0.0,,5.1,10.4,.491,3.3,4.5,.739,3.7,11.0,14.7,1.5,0.8,0.6,1.8,4.7,13.5,,112,102,hasleud01
68,Brendan Haywood,C,25,WAS,10,10,296,6.6,12.3,.542,0.0,0.0,,6.6,12.3,.542,4.8,7.5,.636,6.0,7.0,13.0,1.7,2.4,3.4,1.7,6.8,18.1,,123,104,haywobr01
69,Alan Henderson,PF,32,DAL,9,0,92,4.5,7.9,.571,0.0,0.0,,4.5,7.9,.571,1.1,1.1,1.000,6.2,3.4,9.6,0.0,1.1,1.1,1.1,8.5,10.2,,131,118,hendeal01
70,Nenê,C,22,DEN,5,0,101,4.7,11.0,.429,0.0,0.0,,4.7,11.0,.429,7.9,12.1,.652,4.7,8.4,13.1,1.0,1.0,1.0,2.6,8.4,17.3,,106,108,hilarne01
71,Kirk Hinrich,PG,24,CHI,6,6,213,10.5,23.4,.450,4.0,7.7,.515,6.5,15.7,.418,4.7,6.8,.690,0.9,4.2,5.1,8.2,2.8,0.9,3.3,4.2,29.7,,115,107,hinriki01
72,Robert Horry,PF,34,SAS,23,0,618,6.5,14.5,.448,3.4,7.6,.447,3.1,6.9,.449,2.7,3.6,.732,4.1,7.0,11.1,4.2,1.9,1.8,1.8,4.7,19.0,,127,103,horryro01
73,Eddie House,PG,26,SAC,3,0,23,6.9,18.5,.375,2.3,2.3,1.000,4.6,16.2,.286,4.6,4.6,1.000,2.3,2.3,4.6,9.2,0.0,0.0,2.3,4.6,20.8,,116,125,houseed01
74,Josh Howard,SF,24,DAL,13,13,428,9.5,18.9,.503,0.5,1.9,.250,9.0,16.9,.532,5.0,6.7,.745,4.0,7.7,11.7,2.9,1.3,0.9,3.4,7.3,24.5,,113,115,howarjo01
75,Larry Hughes,SG,26,WAS,10,10,401,8.6,22.8,.376,0.9,4.2,.212,7.7,18.6,.412,8.1,9.7,.831,2.1,6.8,8.9,4.7,2.5,0.9,3.1,4.4,26.1,,103,107,hughela01
76,Lindsey Hunter,SG,34,DET,25,0,374,5.4,17.0,.319,1.2,5.4,.222,4.2,11.6,.364,2.4,3.3,.727,1.5,4.5,6.0,5.9,3.3,1.1,2.3,6.8,14.4,,90,98,hunteli01
77,Steven Hunter,C,23,PHO,15,0,213,5.7,10.3,.558,0.0,0.0,,5.7,10.3,.558,2.9,4.8,.600,4.1,5.0,9.1,0.7,0.2,4.3,1.9,6.0,14.4,,116,114,huntest01
78,Andre Iguodala,SG,21,PHI,5,5,192,5.7,12.2,.465,0.9,2.6,.333,4.8,9.7,.500,1.7,3.4,.500,2.3,4.3,6.5,4.3,4.0,1.4,1.4,3.4,13.9,,108,106,iguodan01
79,Allen Iverson*,PG,29,PHI,5,5,238,13.5,28.9,.468,2.8,6.7,.414,10.8,22.3,.485,6.0,6.7,.897,0.0,2.5,2.5,11.5,2.3,0.5,4.8,2.8,35.8,,111,112,iversal01
80,Bobby Jackson,SG,31,SAC,5,0,79,6.7,24.9,.270,2.0,12.1,.167,4.7,12.8,.368,2.0,2.0,1.000,1.3,2.7,4.0,6.0,0.7,0.7,2.0,3.4,17.5,,84,123,jacksbo01
81,Jim Jackson,SF,34,PHO,15,6,474,6.8,13.9,.488,3.4,6.7,.516,3.3,7.2,.463,0.8,0.9,.875,1.4,5.2,6.6,2.4,1.1,0.9,1.1,4.5,17.8,,128,116,jacksji01
82,Marc Jackson,C,30,PHI,5,0,65,4.2,16.8,.250,0.0,0.0,,4.2,16.8,.250,5.9,9.2,.636,2.5,4.2,6.7,0.0,1.7,1.7,5.0,7.6,14.3,,64,111,jacksma02
83,Stephen Jackson,SF,26,IND,13,13,472,8.3,21.2,.393,2.4,7.5,.317,6.0,13.7,.435,5.8,7.2,.817,0.8,5.1,6.0,3.5,3.0,0.7,4.1,4.7,24.9,,96,101,jacksst02
84,Jerome James,C,29,SEA,11,11,295,10.5,20.4,.514,0.0,0.0,,10.5,20.4,.514,4.2,5.5,.767,6.1,7.7,13.8,0.9,1.1,3.7,2.6,8.8,25.1,,116,110,jamesje01
85,Mike James,PG,29,HOU,7,0,171,9.3,19.9,.468,0.0,2.9,.000,9.3,17.0,.547,7.4,7.7,.958,0.6,3.5,4.2,5.1,1.9,0.6,3.2,5.5,26.0,,112,117,jamesmi01
86,Antawn Jamison,PF,28,WAS,10,10,380,9.7,21.5,.451,2.3,4.5,.500,7.4,17.0,.438,2.9,4.3,.688,2.1,6.2,8.4,1.6,0.9,0.5,2.1,3.2,24.6,,107,111,jamisan01
87,Al Jefferson,PF,20,BOS,7,0,136,7.0,16.8,.415,0.0,0.0,,7.0,16.8,.415,3.7,4.9,.750,7.0,11.5,18.5,0.8,1.6,3.3,1.6,6.6,17.7,,105,97,jeffeal01
88,Richard Jefferson,SF,24,NJN,4,1,140,7.5,18.8,.400,0.8,3.8,.200,6.8,15.0,.450,7.9,11.6,.677,3.0,5.3,8.3,3.4,1.1,0.0,3.0,5.3,23.6,,101,115,jefferi01
89,Jared Jeffries,SF,23,WAS,10,10,247,4.9,10.0,.490,0.6,1.2,.500,4.3,8.8,.488,2.7,3.5,.765,3.9,4.5,8.4,3.7,1.8,1.8,2.7,6.9,13.1,,112,109,jeffrja01
90,Anthony Johnson,PG,30,IND,13,4,316,4.8,13.7,.351,1.4,4.1,.348,3.4,9.6,.352,5.2,6.4,.806,0.7,6.1,6.8,11.8,2.3,0.9,4.5,5.0,16.2,,100,101,johnsan02
91,DerMarr Johnson,SG,24,DEN,4,2,78,7.5,13.6,.550,2.7,7.5,.364,4.8,6.1,.778,2.0,2.0,1.000,2.0,3.4,5.4,2.0,1.4,1.4,0.0,6.1,19.7,,144,111,johnsde03
92,Joe Johnson,SF,23,PHO,9,9,355,9.1,18.0,.504,2.9,5.2,.556,6.2,12.8,.483,3.3,4.7,.697,1.0,4.6,5.6,4.3,1.4,0.6,1.4,2.6,24.3,,127,116,johnsjo02
93,Dahntay Jones,SG,24,MEM,3,0,71,5.9,15.5,.381,2.2,3.7,.600,3.7,11.8,.313,2.2,2.9,.750,1.5,5.2,6.6,0.7,0.7,0.0,1.5,5.9,16.2,,99,127,jonesda02
94,Damon Jones,PG,28,MIA,15,15,498,6.6,13.8,.481,4.2,9.7,.429,2.5,4.1,.605,1.9,3.2,.600,0.3,4.1,4.4,6.4,0.7,0.0,1.8,2.6,19.3,,125,107,jonesda01
95,Eddie Jones,SF,33,MIA,15,15,601,6.3,13.8,.455,2.8,7.1,.400,3.5,6.7,.513,2.7,3.7,.738,0.9,6.8,7.7,3.5,1.6,0.8,1.9,5.0,18.2,,114,103,jonesed02
96,Fred Jones,SG,25,IND,13,0,234,3.8,13.0,.296,2.2,5.5,.391,1.7,7.5,.226,2.9,3.1,.923,0.2,5.3,5.5,3.1,1.9,0.5,3.6,3.1,12.8,,81,103,jonesfr01
97,James Jones,SF,24,IND,13,0,214,5.0,12.1,.413,2.6,6.6,.400,2.4,5.5,.429,1.1,2.4,.444,1.3,5.8,7.1,2.6,1.8,1.8,1.1,4.7,13.7,,107,102,jonesja02
98,Jason Kidd*,PG,31,NJN,4,4,182,7.5,19.3,.388,3.2,8.7,.367,4.3,10.7,.405,1.7,3.2,.545,2.9,7.5,10.4,8.4,2.9,0.0,2.6,4.6,19.9,,104,111,kiddja01
99,Kyle Korver,SF,23,PHI,5,5,147,3.0,10.4,.286,2.6,8.9,.292,0.4,1.5,.250,0.7,0.7,1.000,1.1,3.7,4.8,3.0,1.5,0.4,3.0,6.7,9.3,,80,113,korveky01
100,Nenad Krstić,PF,21,NJN,4,4,154,9.2,16.4,.563,0.0,0.0,,9.2,16.4,.563,6.5,8.2,.792,3.4,6.8,10.2,2.4,0.3,0.7,2.0,6.8,24.9,,123,115,krstine01
101,Christian Laettner,PF,35,MIA,13,0,136,4.7,9.4,.500,0.0,0.4,.000,4.7,9.0,.522,2.0,2.3,.833,1.2,8.6,9.8,2.7,1.6,0.0,2.3,6.7,11.3,,101,102,laettch01
102,Raef LaFrentz,PF,28,BOS,7,7,185,4.8,12.4,.390,2.4,4.8,.500,2.4,7.6,.320,2.4,3.0,.800,1.8,8.5,10.3,2.4,1.8,3.6,2.1,8.2,14.5,,105,98,lafrera01
103,Rashard Lewis,SF,25,SEA,8,8,312,7.5,18.4,.406,0.9,4.3,.200,6.6,14.0,.469,7.6,8.7,.880,1.9,5.5,7.5,2.3,0.5,0.5,2.8,4.3,23.4,,110,116,lewisra02
104,Shawn Marion,PF,26,PHO,15,15,635,8.7,17.9,.484,1.4,3.5,.419,7.2,14.5,.500,2.4,3.1,.769,3.7,10.5,14.2,1.8,1.7,2.1,1.7,3.8,21.2,,117,109,mariosh01
105,Kenyon Martin,PF,27,DEN,5,5,164,8.7,18.7,.466,0.0,0.3,.000,8.7,18.4,.474,2.6,4.2,.615,2.3,6.8,9.0,1.9,1.6,1.6,2.3,7.1,20.0,,96,107,martike01
106,Tony Massenburg,PF,37,SAS,9,0,28,2.0,11.8,.167,0.0,0.0,,2.0,11.8,.167,2.0,3.9,.500,7.9,13.7,21.6,0.0,0.0,0.0,0.0,3.9,5.9,,84,104,masseto01
107,Walter McCarty,PF,30,PHO,8,0,55,1.9,8.3,.222,1.9,5.6,.333,0.0,2.8,.000,0.0,1.9,.000,0.0,5.6,5.6,2.8,1.9,1.9,0.9,12.1,5.6,,75,112,mccarwa01
108,Antonio McDyess,PF,30,DET,25,0,494,10.0,20.6,.486,0.0,0.0,,10.0,20.6,.486,2.8,4.1,.694,5.2,11.5,16.7,2.2,1.6,2.6,2.8,8.9,22.9,,104,95,mcdyean01
109,Tracy McGrady*,SF,25,HOU,7,7,301,14.2,31.2,.456,3.1,8.4,.370,11.1,22.8,.488,7.7,9.3,.824,2.2,7.3,9.5,8.6,2.0,1.8,4.7,3.7,39.3,,114,113,mcgratr01
110,Aaron McKie,SG,32,PHI,5,0,85,1.9,4.5,.429,0.6,1.9,.333,1.3,2.6,.500,0.0,0.0,,0.6,7.1,7.7,3.2,2.6,0.0,0.6,5.8,4.5,,111,109,mckieaa01
111,Darko Miličić,C,19,DET,9,0,21,5.4,18.8,.286,0.0,0.0,,5.4,18.8,.286,2.7,2.7,1.000,2.7,8.0,10.7,2.7,0.0,2.7,2.7,8.0,13.4,,77,101,milicda01
112,Andre Miller,PG,28,DEN,5,5,184,8.1,19.0,.424,0.6,1.2,.500,7.5,17.8,.419,6.6,9.2,.719,2.6,4.9,7.5,7.5,2.9,0.3,3.5,6.3,23.3,,103,107,millean02
113,Brad Miller,C,28,SAC,5,4,139,8.8,15.3,.575,0.0,0.8,.000,8.8,14.5,.605,3.8,5.3,.714,3.1,4.2,7.3,6.1,0.4,1.1,3.4,8.0,21.4,,117,121,millebr01
114,Mike Miller,SF,24,MEM,4,4,110,8.6,17.6,.486,3.8,8.1,.471,4.8,9.5,.500,1.9,1.9,1.000,0.0,4.8,4.8,5.2,0.0,1.4,2.4,3.3,22.8,,119,127,millemi01
115,Reggie Miller*,SG,39,IND,13,13,430,8.1,18.7,.434,2.7,8.6,.318,5.4,10.1,.532,6.3,6.7,.941,0.5,4.7,5.2,2.6,1.3,0.1,2.7,3.7,25.3,,111,105,millere01
116,Yao Ming*,C,24,HOU,7,7,220,13.7,21.0,.655,0.0,0.0,,13.7,21.0,.655,10.0,13.7,.727,5.7,7.7,13.5,1.2,0.5,4.7,4.7,7.7,37.5,,125,113,mingya01
117,Cuttino Mobley,SG,29,SAC,5,5,159,10.3,23.4,.443,2.3,8.3,.280,8.0,15.0,.533,1.7,2.3,.714,1.3,3.3,4.7,3.0,2.0,0.7,2.0,4.3,24.7,,105,119,moblecu01
118,Nazr Mohammed,C,27,SAS,23,23,528,6.9,13.0,.528,0.1,0.1,1.000,6.8,12.9,.524,3.1,4.9,.638,7.8,8.2,16.0,0.8,1.5,2.4,2.5,6.8,17.0,,116,103,mohamna01
119,Alonzo Mourning*,C,34,MIA,15,2,254,6.5,9.2,.705,0.0,0.0,,6.5,9.2,.705,6.1,10.9,.558,4.4,10.7,15.1,1.0,1.0,6.9,4.6,10.3,19.1,,110,95,mournal01
