--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
31,Ronnie Brewer,SG,22,UTA,12,12,305,9.0,17.3,.520,0.2,1.1,.167,8.8,16.3,.543,3.4,4.4,.760,3.0,3.7,6.7,3.4,2.1,0.7,0.7,5.1,21.6,,126,111,brewero02
32,Aaron Brooks,PG,23,HOU,6,0,50,9.1,28.3,.320,0.0,11.3,.000,9.1,17.0,.533,10.2,12.5,.818,0.0,6.8,6.8,3.4,0.0,0.0,3.4,12.5,28.3,,89,111,brookaa01
33,Devin Brown,SG,29,CLE,8,0,92,5.5,20.6,.265,3.0,10.3,.294,2.4,10.3,.235,6.1,9.1,.667,4.9,6.7,11.5,5.5,1.2,0.0,5.5,6.1,20.0,,86,104,brownde02
34,P.J. Brown,PF,38,BOS,25,0,341,4.3,9.2,.464,0.0,0.2,.000,4.3,9.0,.473,3.4,4.1,.840,2.9,6.7,9.7,2.0,0.8,1.6,2.0,9.5,12.0,,110,104,brownpj01
35,Kobe Bryant*,SG,29,LAL,21,21,863,13.3,27.8,.479,1.9,6.4,.302,11.4,21.4,.532,9.4,11.6,.809,1.1,6.1,7.1,7.0,2.1,0.5,4.2,3.5,38.0,,113,108,bryanko01
36,Caron Butler,SF,27,WAS,6,6,246,8.9,19.3,.460,1.1,4.7,.238,7.8,14.7,.530,6.0,6.9,.871,2.2,5.3,7.5,5.1,2.4,0.2,3.6,4.2,24.9,,109,109,butleca01
37,José Calderón,PG,26,TOR,5,0,120,9.7,22.1,.440,4.4,9.3,.476,5.3,12.8,.414,2.2,2.2,1.000,1.8,6.2,8.0,15.5,0.4,0.0,2.7,6.6,26.1,,123,118,caldejo01
38,Marcus Camby,C,33,DEN,4,4,124,2.0,8.3,.238,0.4,0.4,1.000,1.6,8.0,.200,0.8,2.4,.333,4.4,16.7,21.1,4.8,1.6,4.8,4.0,4.0,5.2,,70,107,cambyma01
39,Rodney Carney,SF,23,PHI,6,0,84,8.0,20.6,.387,3.3,6.6,.500,4.6,13.9,.333,0.7,1.3,.500,2.0,2.7,4.6,3.3,4.6,1.3,0.0,6.0,19.9,,115,104,carnero01
40,Anthony Carter,PG,32,DEN,4,1,61,3.2,11.3,.286,0.0,4.0,.000,3.2,7.3,.444,0.0,0.0,,1.6,6.5,8.1,11.3,0.8,0.8,2.4,4.8,6.5,,88,119,cartean01
41,Sam Cassell,PG,38,BOS,21,0,264,7.8,23.5,.333,1.3,5.9,.214,6.6,17.6,.373,3.0,3.6,.824,0.4,2.8,3.2,5.3,1.7,0.2,2.5,6.3,19.9,,87,107,cassesa01
42,Tyson Chandler,C,25,NOH,12,12,412,5.8,9.1,.632,0.0,0.0,,5.8,9.1,.632,1.3,2.2,.625,6.1,10.5,16.5,0.7,0.7,2.7,1.3,5.8,12.9,,131,105,chandty01
43,Josh Childress,SF,24,ATL,7,0,205,6.0,11.5,.524,0.0,0.5,.000,6.0,10.9,.550,1.6,3.3,.500,4.1,6.8,10.9,3.0,0.3,1.4,0.5,1.9,13.6,,122,117,childjo01
44,Jarron Collins,C,29,UTA,5,0,20,0.0,8.1,.000,0.0,0.0,,0.0,8.1,.000,0.0,0.0,,8.1,8.1,16.2,2.7,2.7,2.7,0.0,5.4,0.0,,74,105,collija03
45,Samuel Dalembert,C,26,PHI,6,6,193,5.5,13.0,.422,0.0,0.0,,5.5,13.0,.422,4.6,5.5,.842,5.8,10.7,16.5,0.9,0.6,2.9,2.9,4.9,15.6,,104,106,dalemsa01
46,Erick Dampier,C,32,DAL,5,5,95,4.1,9.9,.412,0.0,0.0,,4.1,9.9,.412,2.3,5.8,.400,7.0,5.2,12.2,0.0,0.6,1.7,1.7,8.7,10.5,,97,119,dampier01
47,Antonio Daniels,PG,32,WAS,6,4,154,5.0,11.0,.452,0.4,1.4,.250,4.6,9.6,.481,5.3,6.0,.882,0.4,4.6,5.0,6.4,0.7,0.7,2.5,2.1,15.6,,113,113,daniean01
48,Glen Davis,C,22,BOS,17,0,137,5.7,13.9,.412,0.0,0.4,.000,5.7,13.5,.424,4.5,7.3,.611,4.9,5.3,10.2,2.9,2.0,1.6,4.1,11.0,15.9,,93,103,davisgl01
49,Carlos Delfino,SG,25,TOR,5,0,121,6.6,16.3,.405,1.8,6.6,.267,4.8,9.7,.500,4.0,4.4,.900,2.2,8.3,10.5,4.8,1.8,0.0,1.3,6.1,18.9,,113,114,delfica01
50,Boris Diaw,PF,25,PHO,5,2,178,10.2,18.6,.547,0.0,2.0,.000,10.2,16.6,.614,0.9,1.7,.500,2.0,6.1,8.2,6.7,0.9,1.2,3.2,6.4,21.3,,107,107,diawbo01
51,Yakhouba Diawara,SG,25,DEN,3,0,8,12.3,30.8,.400,0.0,12.3,.000,12.3,18.5,.667,0.0,0.0,,0.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,24.7,,91,122,diawaya01
52,Juan Dixon,PG,29,DET,2,0,7,0.0,16.2,.000,0.0,0.0,,0.0,16.2,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,115,dixonju01
53,Keyon Dooling,PG,27,ORL,10,0,148,8.2,20.8,.393,3.3,8.5,.391,4.8,12.2,.394,4.8,5.6,.867,0.7,3.0,3.7,2.6,2.2,0.4,2.2,8.2,24.5,,109,111,doolike01
54,Tim Duncan*,C,31,SAS,17,17,666,10.9,24.2,.449,0.1,0.4,.200,10.8,23.8,.453,5.8,9.3,.626,4.9,15.0,19.9,4.5,1.2,2.8,3.3,3.3,27.6,,101,99,duncati01
55,Melvin Ely,C,29,NOH,7,0,59,3.8,14.1,.267,0.0,0.0,,3.8,14.1,.267,6.6,9.4,.700,4.7,5.6,10.3,0.9,0.0,0.0,3.8,12.2,14.1,,82,113,elyme01
56,Maurice Evans,SG,29,ORL,10,10,282,6.8,13.4,.507,2.9,7.0,.417,3.9,6.4,.606,1.0,1.6,.625,1.4,3.5,4.9,1.4,1.6,0.2,1.8,2.3,17.5,,118,112,evansma01
57,Reggie Evans,PF,27,PHI,6,0,148,4.9,9.8,.500,0.0,0.0,,4.9,9.8,.500,5.7,9.0,.625,6.0,11.7,17.7,1.1,1.9,0.0,4.9,7.5,15.5,,97,105,evansre01
58,Jordan Farmar,PG,21,LAL,21,0,360,6.3,16.5,.383,2.4,6.3,.386,3.9,10.2,.380,2.0,2.3,.875,1.0,3.7,4.7,3.9,1.0,0.6,2.4,3.9,17.1,,97,112,farmajo01
59,Michael Finley,SG,34,SAS,17,11,391,5.9,14.7,.402,2.6,7.1,.365,3.3,7.5,.436,1.2,1.2,1.000,0.1,4.4,4.5,2.3,0.7,0.4,0.8,3.4,15.6,,104,108,finlemi01
60,Derek Fisher,PG,33,LAL,21,21,663,5.2,11.4,.452,1.7,3.9,.440,3.4,7.5,.458,4.8,5.7,.836,0.2,3.5,3.7,4.1,3.4,0.2,1.6,4.8,16.8,,120,107,fishede01
61,T.J. Ford,PG,24,TOR,5,5,124,9.0,24.9,.362,0.4,3.4,.125,8.6,21.4,.400,6.4,6.9,.938,1.3,8.1,9.4,14.1,2.1,0.0,4.3,4.3,24.9,,100,113,fordtj01
62,Adonal Foyle,C,32,ORL,3,0,11,5.0,15.0,.333,0.0,0.0,,5.0,15.0,.333,0.0,0.0,,0.0,15.0,15.0,0.0,0.0,0.0,10.0,5.0,10.0,,40,108,foylead01
63,Kevin Garnett*,PF,31,BOS,26,26,987,12.3,24.8,.495,0.1,0.5,.250,12.2,24.3,.500,5.3,6.6,.810,4.1,11.4,15.5,4.9,2.0,1.6,3.1,4.2,30.0,,112,99,garneke01
64,Pat Garrity,PF,31,ORL,2,0,6,0.0,18.3,.000,0.0,9.1,.000,0.0,9.1,.000,9.1,18.3,.500,0.0,18.3,18.3,0.0,0.0,0.0,0.0,0.0,9.1,,43,106,garripa01
65,Pau Gasol*,C,27,LAL,21,21,836,8.7,16.5,.530,0.0,0.0,,8.7,16.5,.530,4.5,6.4,.692,3.4,8.7,12.1,5.1,0.7,2.5,2.7,3.7,21.9,,115,107,gasolpa01
66,Devean George,SF,30,DAL,5,0,62,9.8,24.9,.393,3.6,10.7,.333,6.2,14.2,.438,2.7,4.4,.600,3.6,9.8,13.3,0.0,1.8,1.8,2.7,6.2,25.8,,96,114,georgde01
67,Daniel Gibson,PG,21,CLE,11,0,284,6.9,15.3,.449,3.7,8.3,.452,3.1,7.1,.444,2.0,2.8,.714,0.8,3.0,3.7,5.3,1.4,0.4,3.0,3.5,19.5,,110,106,gibsoda01
68,Manu Ginóbili*,SG,30,SAS,17,6,559,9.4,22.3,.422,3.6,9.8,.373,5.8,12.5,.462,6.6,7.4,.896,1.3,4.8,6.1,6.4,1.0,0.5,4.5,4.5,29.1,,107,107,ginobma01
69,Gordan Giriček,SG,30,PHO,5,0,80,3.9,11.7,.333,0.6,2.6,.250,3.2,9.1,.357,2.6,2.6,1.000,0.0,4.5,4.5,1.3,1.3,0.0,1.9,1.9,11.0,,82,109,giricgo01
70,Marcin Gortat,C,23,ORL,8,0,48,5.7,6.9,.833,0.0,0.0,,5.7,6.9,.833,0.0,0.0,,2.3,6.9,9.1,0.0,0.0,4.6,3.4,5.7,11.4,,107,108,gortama01
71,Joey Graham,SF,25,TOR,2,0,2,0.0,53.1,.000,0.0,26.6,.000,0.0,26.6,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,124,grahajo01
72,Willie Green,SG,26,PHI,6,6,142,8.6,20.0,.431,0.4,2.0,.200,8.3,18.1,.457,3.5,5.5,.643,0.8,2.4,3.1,4.7,2.0,1.6,3.5,7.5,21.2,,95,110,greenwi01
73,Richard Hamilton,SG,29,DET,17,17,656,11.6,24.6,.470,0.7,2.2,.308,10.9,22.4,.486,7.9,8.7,.911,1.6,4.6,6.2,5.8,2.0,0.8,4.1,4.1,31.8,,110,107,hamilri01
74,Matt Harpring,SF,31,UTA,12,0,209,6.4,16.2,.397,0.3,0.8,.333,6.2,15.5,.400,7.2,9.0,.800,4.4,4.4,8.8,2.1,1.8,1.0,2.8,9.0,20.4,,107,111,harprma01
75,Mike Harris,PF,24,HOU,3,0,9,6.3,12.6,.500,0.0,0.0,,6.3,12.6,.500,6.3,12.6,.500,6.3,6.3,12.6,0.0,0.0,0.0,0.0,0.0,18.9,,123,112,harrimi01
76,Jason Hart,PG,29,UTA,2,0,6,9.0,18.0,.500,0.0,9.0,.000,9.0,9.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,107,119,hartja01
77,Chuck Hayes,PF,24,HOU,6,0,108,3.7,5.8,.636,0.0,1.0,.000,3.7,4.7,.778,0.0,0.0,,3.7,11.0,14.7,2.6,1.6,3.1,2.1,9.4,7.3,,113,102,hayesch01
78,Jarvis Hayes,SF,26,DET,11,0,61,8.4,27.9,.300,4.6,13.0,.357,3.7,14.9,.250,0.0,0.0,,3.7,11.2,14.9,3.7,0.9,1.9,3.7,10.2,21.4,,82,103,hayesja01
79,Brendan Haywood,C,28,WAS,6,6,178,8.0,13.5,.591,0.0,0.0,,8.0,13.5,.591,6.1,7.7,.800,4.0,8.3,12.3,1.5,1.2,2.8,1.8,7.7,22.1,,129,106,haywobr01
80,Luther Head,SG,25,HOU,5,0,44,1.3,18.0,.071,0.0,7.7,.000,1.3,10.3,.125,2.6,2.6,1.000,1.3,1.3,2.6,5.1,2.6,1.3,5.1,3.9,5.1,,39,109,headlu01
81,Walter Herrmann,PF,28,DET,4,0,27,2.1,8.4,.250,2.1,2.1,1.000,0.0,6.3,.000,4.2,8.4,.500,2.1,0.0,2.1,0.0,0.0,0.0,0.0,8.4,10.5,,104,115,herrmwa01
82,Nenê,PF,25,DEN,3,0,30,8.2,14.8,.556,0.0,0.0,,8.2,14.8,.556,4.9,4.9,1.000,4.9,6.6,11.5,1.6,3.3,1.6,3.3,13.1,21.4,,119,112,hilarne01
83,Grant Hill*,SF,35,PHO,3,2,68,3.8,8.4,.455,0.0,0.0,,3.8,8.4,.455,0.8,0.8,1.000,2.3,9.9,12.2,2.3,1.5,0.8,0.0,2.3,8.4,,118,105,hillgr01
84,Al Horford,C,21,ATL,7,7,277,6.9,14.5,.472,0.0,0.0,,6.9,14.5,.472,4.0,5.5,.741,4.4,10.3,14.7,5.1,0.6,1.4,3.0,5.3,17.8,,108,114,horfoal01
85,Robert Horry,PF,37,SAS,15,0,154,2.4,12.5,.194,1.7,7.7,.227,0.7,4.9,.143,1.4,2.1,.667,3.8,7.3,11.1,2.8,1.7,1.7,0.7,11.8,8.0,,84,102,horryro01
86,Eddie House,PG,29,BOS,21,0,165,5.8,19.0,.304,3.7,10.5,.355,2.0,8.5,.240,2.4,2.7,.875,0.7,6.8,7.4,6.1,1.7,0.3,1.4,4.4,17.6,,102,104,houseed01
87,Dwight Howard*,C,22,ORL,10,10,421,9.4,16.2,.581,0.0,0.0,,9.4,16.2,.581,5.9,10.8,.542,7.8,12.8,20.6,1.2,1.0,4.4,4.2,5.0,24.6,,113,102,howardw01
88,Josh Howard,SF,27,DAL,5,5,171,6.8,23.2,.292,0.3,3.2,.100,6.5,20.0,.323,6.5,8.1,.800,3.9,7.4,11.3,2.3,0.6,0.6,2.9,3.2,20.3,,87,119,howarjo01
89,Juwan Howard,PF,34,DAL,3,0,11,0.0,10.0,.000,0.0,0.0,,0.0,10.0,.000,5.0,20.1,.250,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,5.0,,45,125,howarju01
90,Kris Humphries,PF,22,TOR,3,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,124,humphkr01
91,Lindsey Hunter,PG,37,DET,11,0,115,3.9,10.4,.381,2.5,5.4,.455,1.5,4.9,.300,0.0,0.0,,1.0,3.9,4.9,6.9,3.9,0.0,2.5,10.4,10.4,,102,103,hunteli01
92,Steven Hunter,C,26,DEN,2,0,5,0.0,9.9,.000,0.0,0.0,,0.0,9.9,.000,0.0,0.0,,0.0,19.7,19.7,0.0,0.0,0.0,0.0,0.0,0.0,,0,114,huntest01
93,Andre Iguodala,SF,24,PHI,6,6,234,5.5,16.5,.333,0.5,3.3,.143,5.0,13.1,.382,7.4,10.3,.721,1.4,5.5,6.9,7.2,3.1,0.2,6.2,2.6,18.8,,87,106,iguodan01
94,Zydrunas Ilgauskas,C,32,CLE,13,13,393,9.5,19.9,.479,0.0,0.0,,9.5,19.9,.479,5.1,6.3,.818,4.7,9.2,13.9,3.0,0.7,2.0,3.0,5.0,24.2,,108,101,ilgauzy01
95,D.J. Mbenga,C,27,LAL,7,0,30,8.6,13.8,.625,0.0,0.0,,8.6,13.8,.625,0.0,0.0,,5.2,10.4,15.5,0.0,3.5,1.7,1.7,15.5,17.3,,119,100,mbengdj01
96,Allen Iverson*,SG,32,DEN,4,4,158,11.2,25.9,.434,0.9,4.4,.214,10.3,21.5,.478,7.2,10.3,.697,1.2,2.5,3.7,5.6,1.2,0.3,2.2,0.9,30.6,,112,121,iversal01
97,Bobby Jackson,PG,34,HOU,6,2,138,8.2,28.7,.286,2.1,9.8,.208,6.2,18.9,.326,2.9,4.5,.636,0.8,3.3,4.1,3.7,2.1,0.0,1.6,4.5,21.3,,81,110,jacksbo01
98,LeBron James,SF,23,CLE,13,13,552,11.4,27.8,.411,1.8,7.1,.257,9.6,20.7,.463,12.3,16.9,.731,1.6,8.7,10.3,10.0,2.3,1.7,5.5,3.3,37.0,,107,99,jamesle01
99,Mike James,PG,32,NOH,4,0,28,7.9,23.7,.333,4.0,9.9,.400,4.0,13.9,.286,4.0,4.0,1.000,0.0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,23.7,,94,108,jamesmi01
100,Antawn Jamison,PF,31,WAS,6,6,237,9.0,22.1,.406,1.6,5.8,.280,7.4,16.4,.451,3.7,6.5,.571,4.4,12.2,16.6,1.4,1.8,1.8,2.3,3.9,23.3,,98,103,jamisan01
101,Amir Johnson,PF,20,DET,8,0,43,11.9,15.8,.750,0.0,1.3,.000,11.9,14.5,.818,4.0,7.9,.500,4.0,13.2,17.1,1.3,0.0,4.0,2.6,9.2,27.7,,126,101,johnsam01
102,Joe Johnson,SG,26,ATL,7,7,275,9.6,23.4,.409,3.3,7.3,.444,6.3,16.1,.392,6.1,6.7,.909,1.8,3.7,5.5,5.7,0.4,0.0,3.3,3.3,28.5,,111,121,johnsjo02
103,Damon Jones,SG,31,CLE,5,0,26,4.3,21.5,.200,4.3,15.0,.286,0.0,6.4,.000,0.0,0.0,,0.0,0.0,0.0,2.1,0.0,0.0,2.1,2.1,12.9,,65,111,jonesda01
104,Dwayne Jones,PF,24,CLE,5,0,20,2.8,5.6,.500,0.0,0.0,,2.8,5.6,.500,2.8,5.6,.500,5.6,11.2,16.8,0.0,0.0,2.8,2.8,11.2,8.4,,96,100,jonesdw02
105,Eddie Jones,SG,36,DAL,3,0,22,5.0,15.0,.333,2.5,10.0,.250,2.5,5.0,.500,2.5,2.5,1.000,0.0,7.5,7.5,2.5,2.5,0.0,2.5,7.5,15.0,,92,115,jonesed02
106,Solomon Jones,PF,23,ATL,7,0,29,3.9,19.3,.200,0.0,0.0,,3.9,19.3,.200,0.0,3.9,.000,7.7,7.7,15.4,1.9,1.9,5.8,0.0,5.8,7.7,,66,109,jonesso01
107,Jason Kapono,SF,26,TOR,5,0,152,10.8,18.5,.585,4.5,8.4,.542,6.3,10.1,.621,1.0,1.4,.750,0.7,3.8,4.5,1.4,0.7,0.0,0.7,3.1,27.3,,134,120,kaponja01
108,Coby Karl,SG,24,LAL,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,25.9,0.0,0.0,0.0,25.9,0.0,,219,116,karlco01
109,Jason Kidd*,PG,34,DAL,5,5,180,4.9,11.6,.421,1.8,4.0,.462,3.1,7.7,.400,1.5,2.5,.625,2.5,7.4,9.8,10.4,2.1,0.6,2.8,3.7,13.2,,114,116,kiddja01
110,Andrei Kirilenko,SF,26,UTA,12,12,387,7.1,15.9,.447,0.7,3.1,.227,6.4,12.8,.500,3.5,4.9,.714,2.1,3.6,5.7,4.2,2.5,2.8,2.5,6.4,18.4,,107,108,kirilan01
111,Linas Kleiza,SF,23,DEN,4,3,122,8.9,16.6,.537,1.2,5.7,.214,7.7,10.9,.704,3.6,5.3,.692,3.2,7.3,10.5,1.2,0.4,0.0,2.0,4.4,22.6,,121,120,kleizli01
112,Kyle Korver,SG,26,UTA,12,0,259,6.2,15.2,.411,2.3,7.9,.289,4.0,7.3,.543,4.8,5.2,.920,1.0,4.4,5.4,1.5,0.8,1.7,1.7,5.8,19.6,,116,113,korveky01
113,Carl Landry,PF,24,HOU,6,0,106,5.9,13.9,.423,0.0,0.0,,5.9,13.9,.423,6.4,8.5,.750,8.0,6.9,15.0,0.0,3.7,1.6,1.1,4.3,18.2,,120,102,landrca01
114,Acie Law,PG,23,ATL,7,0,61,5.5,7.3,.750,0.0,0.0,,5.5,7.3,.750,8.3,9.2,.900,0.0,1.8,1.8,7.3,1.8,0.0,7.3,4.6,19.3,,109,119,lawac01
115,Rashard Lewis,PF,28,ORL,10,10,417,9.3,21.4,.436,2.8,8.9,.309,6.6,12.5,.526,4.2,5.1,.821,3.2,6.3,9.5,4.5,1.4,0.7,3.0,2.4,25.7,,113,110,lewisra02
116,Tyronn Lue,PG,30,DAL,2,0,2,0.0,27.6,.000,0.0,0.0,,0.0,27.6,.000,0.0,0.0,,27.6,0.0,27.6,27.6,0.0,0.0,0.0,0.0,0.0,,91,125,luety01
117,Sean Marks,C,32,PHO,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,114,marksse01
118,Kenyon Martin,PF,30,DEN,4,4,118,6.3,14.2,.441,0.0,0.0,,6.3,14.2,.441,2.1,3.3,.625,5.4,5.0,10.4,2.1,1.7,0.8,3.8,8.4,14.6,,94,118,martike01
119,Roger Mason,PG,27,WAS,6,0,129,8.0,19.9,.404,1.7,7.2,.235,6.4,12.7,.500,2.5,3.4,.750,0.0,2.1,2.1,2.5,1.3,0.4,0.8,4.7,20.3,,100,114,masonro01
