--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
12,David Benoit,SF,32,UTA,4,0,61,6.4,17.3,.368,1.8,5.5,.333,4.6,11.8,.385,6.4,6.4,1.000,0.9,5.5,6.4,1.8,0.0,1.8,1.8,5.5,21.0,,108,112,benoida01
13,Travis Best,PG,28,IND,4,4,163,5.8,13.2,.436,0.3,1.0,.333,5.4,12.2,.444,1.4,1.4,1.000,2.0,4.4,6.4,12.5,1.4,0.0,2.0,5.1,13.2,,114,110,besttr01
14,Chauncey Billups*,SG,24,MIN,3,0,26,2.1,12.6,.167,0.0,2.1,.000,2.1,10.5,.200,2.1,2.1,1.000,2.1,8.4,10.5,4.2,0.0,0.0,2.1,10.5,6.3,,62,105,billuch01
15,Calvin Booth,C,24,DAL,10,0,137,5.9,14.7,.405,0.0,0.0,,5.9,14.7,.405,3.2,3.6,.889,6.3,4.8,11.1,0.8,2.8,2.4,1.6,11.5,15.0,,105,105,boothca01
16,Bruce Bowen,SF,29,MIA,3,3,58,4.6,14.8,.313,1.8,7.4,.250,2.8,7.4,.375,0.0,0.0,,0.9,0.9,1.8,1.8,1.8,1.8,1.8,7.4,11.1,,74,114,bowenbr01
17,Shawn Bradley,C,28,DAL,10,10,256,5.7,10.8,.529,0.0,0.0,,5.7,10.8,.529,2.1,2.8,.769,5.1,10.0,15.0,1.1,0.8,6.4,2.1,7.8,13.6,,112,102,bradlsh01
18,Terrell Brandon,PG,30,MIN,4,4,153,9.7,22.2,.435,1.4,3.2,.444,8.2,19.0,.434,1.1,1.1,1.000,0.7,5.4,6.1,8.9,1.4,0.7,2.9,3.6,21.8,,99,103,brandte01
19,Dee Brown,PG,32,ORL,3,0,54,5.7,12.4,.462,5.7,10.5,.545,0.0,1.9,.000,0.0,0.0,,0.0,2.9,2.9,3.8,1.9,0.0,1.0,2.9,17.2,,135,118,brownde01
20,P.J. Brown,C,31,CHH,10,10,385,3.9,9.4,.418,0.0,0.0,,3.9,9.4,.418,3.4,4.1,.828,5.8,8.3,14.1,1.5,1.7,2.0,1.7,4.4,11.3,,113,100,brownpj01
21,Rick Brunson,PG,28,NYK,2,0,4,0.0,13.7,.000,0.0,0.0,,0.0,13.7,.000,41.0,54.6,.750,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,41.0,,86,114,brunsri01
22,Kobe Bryant*,SG,22,LAL,16,16,694,12.6,26.9,.469,0.8,2.6,.324,11.8,24.4,.485,9.3,11.4,.821,2.2,6.5,8.7,7.3,1.9,0.9,3.8,4.0,35.4,,116,99,bryanko01
23,Mark Bryant,PF,35,DAL,4,0,34,1.6,3.2,.500,0.0,0.0,,1.6,3.2,.500,0.0,0.0,,4.8,4.8,9.6,0.0,1.6,0.0,1.6,9.6,3.2,,101,110,bryanma01
24,Greg Buckner,SG,24,DAL,5,0,75,8.0,16.6,.478,0.7,2.2,.333,7.2,14.5,.500,5.1,7.2,.700,5.8,9.4,15.2,2.2,3.6,0.0,1.4,8.7,21.7,,119,102,buckngr01
25,Rodney Buford,SF,23,PHI,15,0,72,6.1,18.4,.333,2.3,4.6,.500,3.8,13.8,.278,1.5,1.5,1.000,3.8,5.4,9.2,2.3,3.1,0.8,3.1,11.5,16.1,,90,104,buforro01
26,Scott Burrell,SF,30,CHH,2,0,12,9.0,13.5,.667,0.0,4.5,.000,9.0,9.0,1.000,4.5,9.0,.500,0.0,13.5,13.5,4.5,9.0,0.0,0.0,0.0,22.6,,138,83,burresc01
27,Jason Caffey,PF,27,MIL,18,0,297,4.4,11.5,.381,0.0,0.0,,4.4,11.5,.381,3.7,5.7,.645,5.7,7.9,13.6,2.6,0.5,0.9,2.7,8.1,12.5,,98,108,caffeja01
28,Marcus Camby,C,26,NYK,4,4,141,3.9,10.1,.385,0.0,0.0,,3.9,10.1,.385,1.9,5.0,.385,1.6,10.9,12.4,2.7,0.8,3.5,0.8,7.0,9.7,,92,101,cambyma01
29,Elden Campbell,PF,32,CHH,10,10,287,7.9,20.0,.396,0.0,0.0,,7.9,20.0,.396,7.0,9.2,.755,5.1,9.8,14.9,1.3,0.9,2.1,3.2,7.0,22.8,,99,100,campbel01
30,Anthony Carter,PG,25,MIA,3,1,69,7.0,14.8,.474,0.0,0.8,.000,7.0,14.0,.500,0.0,0.0,,0.0,4.7,4.7,8.5,1.6,0.8,7.8,7.0,14.0,,73,113,cartean01
31,Vince Carter*,SF,24,TOR,12,12,539,12.5,28.7,.436,2.6,6.3,.410,9.9,22.4,.443,5.9,7.6,.784,3.8,4.2,8.0,5.7,2.0,2.0,2.8,4.6,33.5,,112,106,cartevi01
32,Sam Cassell,PG,31,MIL,18,18,682,8.8,22.2,.396,0.8,2.4,.333,8.0,19.8,.403,6.7,7.7,.866,1.0,5.7,6.6,9.6,1.5,0.2,4.1,6.1,25.0,,104,108,cassesa01
33,Duane Causwell,C,32,MIA,1,0,5,0.0,10.7,.000,0.0,0.0,,0.0,10.7,.000,0.0,0.0,,0.0,32.2,32.2,0.0,0.0,0.0,0.0,10.7,0.0,,0,97,causwdu01
34,Cedric Ceballos,SF,31,MIA,3,0,15,7.1,25.0,.286,0.0,0.0,,7.1,25.0,.286,3.6,7.1,.500,10.7,10.7,21.4,3.6,0.0,0.0,3.6,10.7,17.9,,77,112,cebalce01
35,Chris Childs,PG,33,TOR,12,9,380,5.4,13.1,.411,2.2,5.2,.417,3.2,7.8,.407,2.9,3.3,.870,0.3,5.2,5.5,11.3,1.7,0.4,5.1,7.0,15.8,,101,107,childch01
36,Doug Christie,SG,30,SAC,8,8,304,4.1,11.2,.368,0.8,2.8,.294,3.3,8.4,.392,3.9,4.8,.828,1.1,4.6,5.7,4.3,3.3,1.5,3.1,5.1,13.0,,97,99,chrisdo01
37,Keon Clark,PF,25,TOR,11,0,103,5.9,16.1,.367,0.0,0.0,,5.9,16.1,.367,7.0,10.7,.650,3.8,8.6,12.3,3.2,1.1,1.6,2.1,8.6,18.8,,101,105,clarkke01
38,Derrick Coleman,PF,33,CHH,5,0,88,5.5,20.9,.265,1.2,4.9,.250,4.3,16.0,.269,4.3,5.5,.778,5.5,9.8,15.4,3.7,2.5,1.2,3.1,7.4,16.6,,86,98,colemde01
39,Austin Croshere,PF,25,IND,4,0,129,6.0,15.0,.400,0.9,4.3,.200,5.1,10.7,.480,5.6,6.4,.867,2.1,6.4,8.6,2.6,1.7,0.9,3.9,6.4,18.4,,95,107,croshau01
40,John Crotty,PG,31,UTA,4,0,19,0.0,8.8,.000,0.0,0.0,,0.0,8.8,.000,8.8,8.8,1.000,2.9,5.9,8.8,8.8,2.9,2.9,0.0,8.8,8.8,,115,104,crottjo01
41,Dell Curry,SG,36,TOR,12,0,182,8.2,19.4,.422,4.2,11.2,.378,3.9,8.2,.481,3.0,3.6,.833,0.6,3.6,4.2,3.0,1.8,0.3,3.3,3.0,23.7,,104,108,curryde01
42,Antonio Daniels,PG,25,SAS,13,8,406,8.3,17.3,.481,2.2,6.1,.370,6.1,11.2,.541,4.4,4.6,.943,0.5,2.9,3.4,5.0,0.9,0.1,1.7,2.9,23.2,,121,108,daniean01
43,Antonio Davis,C,32,TOR,12,12,485,8.8,17.5,.500,0.0,0.0,,8.8,17.5,.500,4.9,6.0,.811,4.7,10.5,15.1,2.6,1.1,2.5,2.4,4.0,22.4,,114,103,davisan01
44,Baron Davis,PG,21,CHH,10,10,397,8.0,16.8,.480,2.7,6.8,.400,5.3,10.0,.534,5.5,7.6,.714,1.2,4.8,6.0,7.9,3.8,0.7,3.0,4.5,24.3,,120,99,davisba01
45,Dale Davis,C,31,POR,2,0,20,0.0,5.2,.000,0.0,2.6,.000,0.0,2.6,.000,2.6,5.2,.500,7.9,2.6,10.5,0.0,2.6,0.0,2.6,18.4,2.6,,67,113,davisda01
46,Andrew DeClercq,C,27,ORL,4,4,54,7.7,13.4,.571,0.0,0.0,,7.7,13.4,.571,3.8,7.7,.500,6.7,8.6,15.3,1.0,1.9,1.9,1.9,16.3,19.1,,117,110,declean01
47,Vinny Del Negro,PG,34,PHO,3,0,26,7.7,13.5,.571,0.0,0.0,,7.7,13.5,.571,0.0,0.0,,0.0,3.8,3.8,9.6,0.0,0.0,0.0,3.8,15.4,,134,110,delnevi01
48,Tony Delk,SG,27,PHO,4,0,114,7.9,18.9,.419,1.8,4.4,.400,6.1,14.5,.424,3.1,4.8,.636,2.2,4.8,7.0,1.8,1.3,0.0,2.2,3.1,20.6,,97,106,delkto01
49,Vlade Divac*,C,32,SAC,8,8,225,6.2,17.7,.350,0.2,0.7,.333,6.0,17.1,.351,6.4,8.4,.763,4.4,10.4,14.9,4.2,1.8,2.7,4.0,5.5,19.1,,95,97,divacvl01
50,Michael Doleac,C,23,ORL,4,0,45,6.9,18.4,.375,0.0,0.0,,6.9,18.4,.375,0.0,0.0,,4.6,11.5,16.1,1.1,3.4,0.0,2.3,11.5,13.8,,83,106,doleami01
51,Chris Dudley,C,35,PHO,3,0,26,1.9,3.8,.500,0.0,0.0,,1.9,3.8,.500,0.0,0.0,,5.8,7.7,13.5,0.0,1.9,1.9,7.7,1.9,3.8,,48,101,dudlech02
52,Tim Duncan*,PF,24,SAS,13,13,526,12.2,25.1,.488,0.1,0.1,1.000,12.1,25.0,.486,7.7,12.1,.639,5.5,13.6,19.1,5.0,1.4,3.6,5.1,4.4,32.3,,104,96,duncati01
53,Tyus Edney,PG,27,IND,2,0,10,11.0,38.6,.286,0.0,5.5,.000,11.0,33.1,.333,0.0,5.5,.000,0.0,0.0,0.0,16.6,5.5,0.0,0.0,5.5,22.1,,77,105,edneyty01
54,Howard Eisley,SG,28,DAL,9,0,194,5.3,14.8,.358,2.8,7.3,.385,2.5,7.6,.333,1.1,1.1,1.000,0.3,3.1,3.4,4.8,1.4,0.3,3.6,5.0,14.5,,88,112,eisleho01
55,Mario Elie,SG,37,PHO,4,4,103,6.8,15.1,.452,1.0,6.3,.154,5.8,8.7,.667,2.9,3.9,.750,1.0,5.3,6.3,3.4,1.5,0.5,1.0,2.9,17.5,,110,105,eliema01
56,Sean Elliott,SF,32,SAS,12,0,239,4.3,11.4,.373,1.8,4.9,.364,2.5,6.5,.379,2.5,2.5,1.000,0.7,5.2,5.8,3.1,1.1,1.3,2.9,4.7,12.8,,93,105,elliose01
57,LaPhonso Ellis,PF,30,MIN,4,0,77,6.4,16.3,.391,0.0,0.7,.000,6.4,15.6,.409,4.3,5.7,.750,5.0,5.0,10.0,0.0,0.7,2.1,3.6,9.2,17.1,,87,103,ellisla01
58,Danny Ferry,SF,34,SAS,13,11,334,4.3,10.9,.397,3.4,7.4,.457,1.0,3.5,.273,0.0,0.0,,1.3,5.3,6.6,2.7,0.6,0.2,1.0,5.1,12.0,,112,107,ferryda01
59,Michael Finley,SF,27,DAL,10,10,434,9.0,25.0,.360,2.1,5.9,.362,6.9,19.1,.359,4.5,5.5,.818,1.6,5.0,6.6,5.5,1.5,0.3,3.0,2.9,24.6,,96,110,finlemi01
60,Derek Fisher,PG,26,LAL,16,16,576,7.0,14.4,.484,3.2,6.2,.515,3.8,8.2,.462,2.4,3.1,.765,0.5,5.1,5.5,4.3,1.9,0.1,1.1,4.0,19.5,,130,101,fishede01
61,Greg Foster,C,32,LAL,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,17.4,17.4,0.0,0.0,0.0,0.0,17.4,0.0,,,96,fostegr01
62,Jeff Foster,C,24,IND,4,2,52,4.2,9.6,.444,0.0,0.0,,4.2,9.6,.444,2.1,2.1,1.000,3.2,9.6,12.7,2.1,0.0,3.2,4.2,8.5,10.6,,85,106,fosteje01
63,Rick Fox,SF,31,LAL,16,16,573,5.3,11.7,.450,1.6,5.2,.316,3.6,6.6,.556,2.4,2.7,.867,1.2,6.0,7.2,5.2,2.8,0.6,3.3,5.0,14.6,,106,98,foxri01
64,Lawrence Funderburke,PF,30,SAC,3,0,17,8.8,23.5,.375,0.0,0.0,,8.8,23.5,.375,2.9,2.9,1.000,11.7,5.9,17.6,0.0,5.9,5.9,2.9,11.7,20.5,,97,89,fundela01
65,Kevin Garnett*,PF,24,MIN,4,4,165,9.0,19.2,.466,0.0,1.0,.000,9.0,18.2,.491,10.0,11.9,.833,3.3,12.6,15.9,5.6,1.3,2.0,2.0,4.3,27.9,,120,98,garneke01
66,Dean Garrett,C,34,MIN,3,2,41,5.3,16.0,.333,0.0,0.0,,5.3,16.0,.333,6.7,8.0,.833,2.7,9.3,12.0,0.0,1.3,1.3,0.0,8.0,17.4,,103,100,garrede01
67,Pat Garrity,SF,24,ORL,4,0,117,7.5,15.9,.472,4.4,8.8,.500,3.1,7.1,.438,1.8,2.2,.800,0.4,1.8,2.2,0.9,0.0,0.4,0.9,4.9,21.2,,123,123,garripa01
68,Matt Geiger,C,31,PHI,12,0,100,9.4,16.0,.586,0.0,0.0,,9.4,16.0,.586,2.2,2.2,1.000,5.5,4.4,9.9,3.9,1.1,0.0,2.8,16.6,21.0,,121,110,geigema01
69,Devean George,SF,23,LAL,7,0,27,11.6,23.2,.500,1.9,3.9,.500,9.7,19.3,.500,1.9,3.9,.500,5.8,3.9,9.7,1.9,0.0,0.0,5.8,11.6,27.1,,97,106,georgde01
70,Brian Grant,C,28,MIA,3,0,84,6.4,15.3,.417,0.0,0.0,,6.4,15.3,.417,6.4,8.9,.714,3.8,11.5,15.3,0.6,0.0,3.2,3.8,5.7,19.1,,91,109,grantbr01
71,Horace Grant,PF,35,LAL,16,16,423,4.6,11.8,.385,0.0,0.0,,4.6,11.8,.385,2.7,3.7,.733,4.9,6.9,11.8,2.3,1.8,1.6,1.8,5.3,11.8,,103,98,grantho01
72,A.C. Green,PF,37,MIA,3,0,21,2.6,7.7,.333,0.0,0.0,,2.6,7.7,.333,2.6,2.6,1.000,2.6,7.7,10.2,5.1,2.6,0.0,2.6,10.2,7.7,,92,109,greenac01
73,Tom Gugliotta,PF,31,PHO,4,0,86,4.7,15.1,.308,0.0,0.0,,4.7,15.1,.308,4.1,5.2,.778,2.3,6.4,8.7,1.7,4.7,0.6,2.9,5.2,13.4,,79,97,guglito01
74,Darvin Ham,SF,27,MIL,14,6,132,3.7,6.2,.600,0.0,0.0,,3.7,6.2,.600,4.5,8.2,.550,4.1,3.7,7.8,2.1,1.6,2.9,2.5,12.8,11.9,,113,107,hamda01
75,Tim Hardaway*,PG,34,MIA,2,2,36,3.0,13.4,.222,1.5,4.5,.333,1.5,8.9,.167,0.0,0.0,,1.5,1.5,3.0,13.4,0.0,0.0,11.9,6.0,7.4,,53,119,hardati01
76,Ron Harper,PG,37,LAL,6,0,42,6.2,12.4,.500,1.2,5.0,.250,5.0,7.5,.667,2.5,3.7,.667,1.2,8.7,9.9,5.0,5.0,1.2,1.2,5.0,16.1,,124,91,harpero01
77,Al Harrington,PF,20,IND,3,0,40,2.8,17.9,.154,0.0,2.8,.000,2.8,15.2,.182,1.4,2.8,.500,4.1,1.4,5.5,4.1,0.0,0.0,1.4,11.0,6.9,,58,115,harrial01
78,Othella Harrington,C,27,NYK,5,1,77,5.0,9.9,.500,0.0,0.0,,5.0,9.9,.500,2.8,3.5,.800,5.0,5.7,10.6,1.4,2.8,1.4,2.1,11.4,12.8,,113,102,harriot01
79,Antonio Harvey,PF,30,POR,2,0,14,0.0,3.7,.000,0.0,0.0,,0.0,3.7,.000,0.0,0.0,,3.7,18.7,22.5,0.0,0.0,0.0,3.7,15.0,0.0,,30,106,harvean01
80,Hersey Hawkins,SG,34,CHH,6,0,50,3.2,8.7,.375,1.1,4.3,.250,2.2,4.3,.500,5.4,7.6,.714,1.1,8.7,9.7,4.3,3.2,0.0,0.0,4.3,13.0,,133,98,hawkihe01
81,Tyrone Hill,PF,32,PHI,23,23,742,4.8,11.8,.409,0.0,0.1,.000,4.8,11.8,.411,2.7,3.9,.679,4.0,8.5,12.5,0.7,1.0,0.9,1.9,6.0,12.3,,97,107,hillty01
82,Robert Horry,PF,30,LAL,16,0,382,4.4,11.9,.368,2.3,6.4,.362,2.0,5.5,.375,1.8,3.0,.591,4.1,7.2,11.3,4.2,3.0,2.2,2.5,6.8,12.8,,106,95,horryro01
83,Eddie House,PG,22,MIA,3,0,64,13.4,33.5,.400,1.7,5.9,.286,11.7,27.6,.424,3.3,4.2,.800,0.8,3.3,4.2,4.2,2.5,0.8,4.2,5.9,31.8,,85,112,houseed01
84,Allan Houston,SG,29,NYK,5,5,189,11.0,18.5,.594,1.7,3.2,.545,9.3,15.3,.604,6.4,6.4,1.000,0.0,2.6,2.6,2.0,1.4,0.3,2.9,4.9,30.1,,127,108,houstal01
85,Juwan Howard,PF,27,DAL,10,10,391,6.8,18.9,.360,0.0,0.0,,6.8,18.9,.360,5.0,6.2,.800,4.0,7.5,11.5,1.9,0.8,0.7,1.9,5.3,18.6,,96,109,howarju01
86,Troy Hudson,PG,24,ORL,4,0,56,5.5,19.4,.286,0.0,2.8,.000,5.5,16.6,.333,4.6,5.5,.833,4.6,3.7,8.3,8.3,0.9,0.0,2.8,2.8,15.7,,92,119,hudsotr01
87,Lindsey Hunter,PG,30,MIL,18,0,289,4.5,18.6,.242,1.5,10.0,.151,3.0,8.7,.348,1.5,2.1,.727,0.4,5.5,5.8,6.4,2.6,0.6,2.4,4.5,12.0,,76,106,hunteli01
88,Allen Iverson*,SG,25,PHI,22,22,1016,14.0,35.9,.389,2.6,7.7,.338,11.4,28.2,.403,8.7,11.3,.774,0.8,4.8,5.6,7.3,2.8,0.4,3.4,3.0,39.3,,105,106,iversal01
89,Bobby Jackson,PG,27,SAC,8,0,182,5.8,13.2,.438,1.1,3.8,.286,4.7,9.3,.500,2.7,3.8,.714,1.6,5.5,7.1,4.9,2.2,0.0,1.9,4.9,15.4,,111,102,jacksbo01
90,Mark Jackson,PG,35,NYK,5,5,156,7.0,14.0,.500,0.7,2.8,.250,6.3,11.2,.563,1.1,1.1,1.000,1.1,8.1,9.1,9.1,2.8,0.0,3.5,2.1,15.8,,106,102,jacksma01
91,Avery Johnson,PG,35,SAS,13,0,281,6.5,16.8,.386,0.0,0.2,.000,6.5,16.6,.391,1.5,2.9,.533,0.6,2.5,3.1,7.8,1.9,0.2,1.9,4.6,14.5,,92,106,johnsav01
92,Ervin Johnson,C,33,MIL,18,10,577,3.7,6.4,.574,0.0,0.0,,3.7,6.4,.574,1.9,3.0,.625,5.6,12.7,18.3,0.9,0.8,3.5,1.1,4.9,9.2,,128,101,johnser02
93,Eddie Jones,SG,29,MIA,3,3,108,10.9,21.8,.500,3.5,7.9,.438,7.4,13.9,.536,3.0,3.5,.857,1.0,7.9,8.9,3.5,1.5,0.5,3.5,4.5,28.3,,107,111,jonesed02
94,Jumaine Jones,SF,21,PHI,23,14,447,6.4,15.4,.416,1.0,4.0,.250,5.4,11.5,.473,1.9,2.6,.714,4.3,6.0,10.4,2.1,1.2,1.4,1.7,4.1,15.7,,104,108,jonesju01
95,Steve Kerr,PG,35,SAS,9,0,101,6.4,13.3,.480,2.7,8.0,.333,3.7,5.3,.700,0.5,1.1,.500,1.6,3.2,4.8,3.2,2.1,0.5,1.1,4.2,15.9,,117,105,kerrst01
96,Jason Kidd*,PG,27,PHO,4,4,166,6.6,20.8,.319,1.2,5.1,.235,5.4,15.7,.346,2.7,3.6,.750,2.7,4.5,7.2,16.0,2.4,0.0,3.6,3.9,17.2,,94,104,kiddja01
97,Travis Knight,C,26,NYK,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,0.0,,,110,knightr01
98,Felipe López,PG,26,MIN,4,0,55,7.0,21.9,.318,1.0,5.0,.200,6.0,16.9,.353,2.0,3.0,.667,4.0,7.0,10.9,5.0,4.0,0.0,2.0,5.0,16.9,,84,98,lopezfe01
99,Tyronn Lue,PG,23,LAL,15,0,131,4.0,11.5,.345,2.0,5.2,.385,2.0,6.4,.313,1.6,2.0,.800,0.4,3.6,4.0,4.0,4.8,0.4,3.2,4.4,11.5,,90,96,luety01
100,George Lynch,SF,30,PHI,10,8,222,6.0,12.4,.480,0.0,0.2,.000,6.0,12.2,.490,2.2,3.5,.643,5.0,7.7,12.7,3.0,3.2,0.5,3.2,7.5,14.2,,100,103,lynchge01
101,Todd MacCulloch,C,25,PHI,18,0,109,12.2,19.2,.632,0.0,0.0,,12.2,19.2,.632,4.1,5.1,.800,8.6,6.1,14.7,2.0,0.0,1.5,2.0,7.1,28.4,,133,110,maccuto01
102,Mark Madsen,PF,25,LAL,13,0,48,1.1,14.1,.077,0.0,0.0,,1.1,14.1,.077,3.3,5.4,.600,6.5,4.3,10.9,4.3,0.0,2.2,2.2,4.3,5.4,,67,103,madsema01
103,Jamaal Magloire,C,22,CHH,10,0,110,7.9,13.8,.571,0.0,0.0,,7.9,13.8,.571,3.4,11.3,.304,3.9,9.8,13.8,1.5,0.0,3.0,2.0,9.8,19.2,,102,101,magloja01
104,Dan Majerle,SG,35,MIA,3,0,71,3.8,12.1,.313,3.0,10.6,.286,0.8,1.5,.500,1.5,3.0,.500,2.3,5.3,7.5,3.8,2.3,0.0,1.5,5.3,12.1,,96,112,majerda01
105,Karl Malone*,PF,37,UTA,5,5,199,13.7,33.8,.405,0.3,0.6,.500,13.4,33.2,.403,10.9,13.7,.796,2.5,9.8,12.3,4.7,1.4,1.1,5.3,3.6,38.6,,97,106,malonka01
106,Danny Manning,PF,34,UTA,5,0,96,11.0,19.7,.559,1.2,1.2,1.000,9.8,18.5,.531,5.2,6.9,.750,1.2,5.2,6.4,1.7,1.7,2.3,4.1,12.2,28.4,,107,107,mannida01
107,Shawn Marion,SF,22,PHO,4,4,139,8.3,22.3,.371,0.4,0.4,1.000,7.9,21.9,.361,4.3,5.0,.857,3.6,8.3,11.9,1.1,2.2,2.2,2.2,4.7,21.2,,91,100,mariosh01
108,Donyell Marshall,SF,27,UTA,5,5,160,7.6,18.8,.407,0.3,2.8,.125,7.3,16.0,.457,2.4,3.1,.778,4.5,8.7,13.2,2.8,0.7,1.7,3.1,6.6,18.1,,93,108,marshdo01
109,Darrick Martin,PG,29,SAC,2,0,9,0.0,33.3,.000,0.0,11.1,.000,0.0,22.2,.000,0.0,0.0,,0.0,0.0,0.0,16.6,0.0,0.0,5.5,5.5,0.0,,23,111,martida01
110,Jamal Mashburn,SF,28,CHH,10,10,419,10.9,26.9,.404,0.9,2.7,.333,10.0,24.2,.412,9.6,11.4,.841,2.3,5.7,8.0,7.4,1.6,0.4,3.9,3.1,32.2,,107,103,mashbja01
111,Anthony Mason,PF,34,MIA,3,3,98,2.7,7.1,.385,0.0,0.5,.000,2.7,6.6,.417,3.3,3.3,1.000,0.5,4.4,4.9,2.2,0.5,0.0,3.8,3.3,8.7,,79,116,masonan01
112,Vernon Maxwell,PG,35,DAL,4,0,43,2.5,12.6,.200,0.0,6.3,.000,2.5,6.3,.400,0.0,0.0,,1.3,6.3,7.6,6.3,0.0,0.0,2.5,7.6,5.0,,59,112,maxweve01
113,Tracy McGrady*,SG,21,ORL,4,4,178,14.8,35.7,.415,0.6,2.9,.200,14.2,32.8,.434,9.0,11.0,.816,1.7,5.8,7.6,9.6,2.0,1.5,2.3,3.2,39.2,,110,114,mcgratr01
114,Derrick McKey,SF,34,IND,4,0,35,3.2,7.9,.400,1.6,1.6,1.000,1.6,6.3,.250,1.6,3.2,.500,6.3,7.9,14.2,6.3,1.6,0.0,1.6,11.0,9.5,,121,106,mckeyde01
115,Aaron McKie,SG,28,PHI,23,16,892,7.7,18.6,.415,1.7,4.0,.422,6.1,14.7,.414,3.7,4.6,.787,1.5,5.9,7.4,7.5,2.1,0.2,2.8,4.1,20.8,,107,107,mckieaa01
116,Mike Miller,SF,20,ORL,4,4,112,8.8,22.2,.396,3.2,8.3,.389,5.5,13.8,.400,1.4,1.8,.750,2.3,6.0,8.3,3.2,0.0,1.4,1.4,6.0,22.2,,104,118,millemi01
117,Reggie Miller*,SG,35,IND,4,4,177,12.8,28.1,.456,4.7,10.9,.429,8.1,17.2,.473,8.7,9.4,.933,2.2,4.1,6.2,3.1,0.9,0.6,3.4,0.9,39.0,,117,111,millere01
118,Sam Mitchell,SF,37,MIN,4,0,50,2.2,10.9,.200,0.0,1.1,.000,2.2,9.9,.222,2.2,2.2,1.000,1.1,6.6,7.7,3.3,1.1,0.0,1.1,5.5,6.6,,70,104,mitchsa01
119,Eric Montross,C,29,TOR,5,0,31,3.6,8.9,.400,0.0,0.0,,3.6,8.9,.400,0.0,0.0,,8.9,8.9,17.8,1.8,0.0,5.3,3.6,10.7,7.1,,91,103,montrer01
